customer_id,name,age,email,city,state,account_type
CUST-7A160C94,Anne Smith,55,stevensleslie@example.net,Mcdowellstad,MA,CHECKING
CUST-AA7C77D5,Peter Stewart,69,margaret65@example.com,East Michelle,VA,SAVINGS
CUST-74A52359,David Burke,23,nicholas20@example.org,Bellfurt,TN,CHECKING
CUST-5927D706,Christine Davis,38,cristinasantana@example.net,Kellyhaven,NY,CREDIT
CUST-1407A2EA,Jonathan Padilla,46,luisrojas@example.net,South Nancystad,CA,SAVINGS
CUST-84B4C2D5,Haley Smith,37,patriciamyers@example.org,Tinamouth,CT,SAVINGS
CUST-81E0248F,Roy Curry,54,buckleah@example.com,New Michael,WV,SAVINGS
CUST-5C90698D,Rebecca Richards,80,ronnie45@example.net,New Brian,ID,CHECKING
CUST-270AEDE4,Jane Welch,60,thomasrachel@example.com,East Michaelstad,RI,CREDIT
CUST-F243AD4F,Andrew Jones,38,johnsonjonathan@example.com,Kristinaborough,LA,CREDIT
CUST-B600AD1B,Ana Mcmillan,70,dvelasquez@example.com,North Alexa,WV,SAVINGS
CUST-FD2611C8,Terry Solis,64,gary46@example.org,Lake Rebeccaside,DC,CHECKING
CUST-AD09D513,Megan Ferguson,40,cynthia17@example.com,Christopherside,DC,CREDIT
CUST-C5D51A4F,William Hernandez,23,trevor67@example.org,Burtonhaven,SD,CREDIT
CUST-E2C191F6,Krista Morales,77,rmay@example.org,New Thomas,VT,CREDIT
CUST-6F97AB7E,Veronica Simmons,46,simpsonelizabeth@example.com,Higginsfort,CO,CREDIT
CUST-E1398647,Sharon Barnes,65,wongtaylor@example.net,Perezfort,GU,CREDIT
CUST-00256C9F,Sarah Peterson,58,mcguirevincent@example.com,Masonport,KS,CREDIT
CUST-F92C4CAA,Jeremy Foster,32,mfrazier@example.net,Lake Nicole,MT,SAVINGS
CUST-DAB3C36C,Christian Coleman,29,harrischristopher@example.net,Lake Jessica,MH,CREDIT
CUST-263D656C,Daniel Turner,54,thomas80@example.org,Amyhaven,OK,CHECKING
CUST-AA5879B0,Michael Hart,57,patrickwalker@example.com,Port Travis,UT,SAVINGS
CUST-E8FA2CF7,Jimmy Collins,78,rbishop@example.net,Ashleyland,NC,CREDIT
CUST-ACF0D804,Travis Villegas,69,hoodjeanette@example.org,Denisehaven,KS,SAVINGS
CUST-BD676F3F,Lisa Green,53,ashley94@example.net,Garrisonchester,HI,SAVINGS
CUST-EC427EF3,Brandon Brandt,60,changjames@example.net,Reyeshaven,CA,SAVINGS
CUST-B3D44ACD,Benjamin Bryant,62,ewhite@example.net,Williamland,NE,CREDIT
CUST-EBA5D792,Kurt Walker,57,justin22@example.org,Kristamouth,VI,SAVINGS
CUST-C512B099,Dorothy Sloan,30,richardsonkevin@example.com,South Deborahmouth,CA,CHECKING
CUST-047B5CD8,Shawn Collins,72,nicolewells@example.net,Tylerburgh,WY,CHECKING
CUST-AE955BD3,James Navarro,47,clayton48@example.org,Greenebury,AL,CREDIT
CUST-6AA3EFCC,Alicia Miller,66,ycruz@example.com,South Michaelland,RI,SAVINGS
CUST-DCD8C456,Lee Clements,21,walterward@example.org,West Amandaland,AL,CREDIT
CUST-D1BA6BC7,Chase Kelly,37,sarahjones@example.com,North Tammyside,MO,CREDIT
CUST-26AB49A7,Paula Keith,74,trevorjones@example.com,Davenportchester,SC,CHECKING
CUST-0A7398F0,Kimberly Reed,80,bmcmillan@example.net,Lake Jimmyton,NE,SAVINGS
CUST-B602401A,Jamie Kelly,43,rebecca86@example.net,Stephenport,ID,CREDIT
CUST-FB8236BD,Cheyenne Frey,74,danielmeghan@example.com,North Miguelfort,CO,CHECKING
CUST-C388302A,Jason Jones,21,tammybolton@example.com,North Lauren,NJ,SAVINGS
CUST-B6D6370E,Xavier Ellis,20,linda28@example.net,South Brandistad,FM,SAVINGS
CUST-835C2A19,Christopher Wallace,31,monicaturner@example.net,West Lauren,NH,SAVINGS
CUST-314A95E6,Kevin Grant,37,christopherturner@example.com,Marieside,AL,CREDIT
CUST-7B3ACAD0,Jamie Brown,40,cgutierrez@example.org,Lake Edwardstad,AZ,CREDIT
CUST-92893F09,Yvonne Nichols,52,sotojennifer@example.org,Davidton,NE,CREDIT
CUST-84CE0555,Kimberly Keller,55,fischeramy@example.org,West Leahshire,MN,CHECKING
CUST-911F4401,Ashley Martin,44,steven49@example.com,Robertmouth,VI,CREDIT
CUST-B3BF09F8,Jeffrey Atkinson,38,wilsonglenn@example.com,South Kimberly,CA,SAVINGS
CUST-EF8CC573,Kelly Murphy,64,andrew24@example.net,North Jermaine,MS,SAVINGS
CUST-C20D7F93,Ian Lowery,38,qowen@example.com,South Brandonborough,MT,CREDIT
CUST-B4E62882,Cynthia Gardner,59,barbara21@example.net,New Emily,VI,CHECKING
CUST-BBF37132,Steven Wells,49,dukedustin@example.org,Paynefort,VI,SAVINGS
CUST-DB236003,Harold Lam,24,denise13@example.org,West Michael,GU,SAVINGS
CUST-5C7E372F,Tony Walls,42,michaelgardner@example.com,Waltersport,MN,CHECKING
CUST-BB391E95,Charles Phillips,64,oalexander@example.net,West Charlesburgh,DC,SAVINGS
CUST-D5E11495,Terri Jacobs,56,monica32@example.org,Karenview,DE,CREDIT
CUST-2FD427FE,Dr. Pamela Mcknight,75,leonjohnny@example.com,Lake Carl,IA,CHECKING
CUST-51029931,Thomas Thompson,40,derrickjames@example.com,South Jasonburgh,UT,CREDIT
CUST-4375FEF5,Jason Lee,22,qnavarro@example.org,East Stephanietown,NJ,SAVINGS
CUST-DA22E2A6,Bethany Nelson,75,chelseawells@example.net,Melanieport,AZ,SAVINGS
CUST-E172A301,Amanda Griffin,18,perryjamie@example.net,East Kathryn,NJ,CREDIT
CUST-7C4388EE,Toni Palmer,20,madams@example.net,Stevensport,CT,CREDIT
CUST-C2B4C632,Sheila Conway,51,benjaminwalker@example.net,Jeffreyfurt,DC,CHECKING
CUST-A71C24A6,Juan Carlson,59,lewiskevin@example.net,Lake Kimberlyhaven,LA,CREDIT
CUST-1CE0A892,Lindsey Perez,34,marcusschmidt@example.com,Hollandburgh,MD,CHECKING
CUST-B25597F2,Derek Watson,25,fwolfe@example.com,Kellyshire,MO,CHECKING
CUST-24A9C63C,Carl Watson,24,sarah53@example.org,New Juanport,ND,CREDIT
CUST-94D2B059,Todd Peck,48,murphytina@example.org,Farmerton,FM,SAVINGS
CUST-06164523,Edward Mcdowell,57,ktaylor@example.org,Lake Denniston,DC,SAVINGS
CUST-A55BEEEF,Jonathan Bryan,27,patriciaberry@example.com,Reneefort,PW,SAVINGS
CUST-668A49D4,Meagan Goodman,69,clayeduardo@example.com,South Felicia,IN,CREDIT
CUST-C2DA2C1C,James Schmitt,35,fitzgeraldstephanie@example.net,West Katherineborough,WY,SAVINGS
CUST-3D67930C,Ian Simpson,31,cartermichael@example.net,Port April,RI,SAVINGS
CUST-BF33A3F7,Leah Johnson,41,richard11@example.org,Brittanyside,NC,CREDIT
CUST-889FFC81,Tina Dennis,37,christopher70@example.org,Lake Kimberly,ME,CHECKING
CUST-6E91B874,Alexandria Cook,77,victoriahunter@example.com,Jessicahaven,SD,CREDIT
CUST-33AFA4F9,Roger Knox,54,martinezryan@example.net,Sanchezport,ME,CHECKING
CUST-0B48F8E8,Shelby Stone,41,collinskristin@example.net,Alexandrafort,MI,CREDIT
CUST-B6C01D76,Christopher Morris,44,keith10@example.net,Lake Tara,GA,CREDIT
CUST-B9D0490D,Louis Gross,64,garciaderek@example.org,Trujilloborough,FM,SAVINGS
CUST-267E9CD9,Julia Hughes,48,juliabarnes@example.com,Walshside,ND,CHECKING
CUST-E214E765,Amanda Morse,32,reyesholly@example.org,Lake Jasminebury,CO,CREDIT
CUST-F37EA7ED,Alexandra Roman,61,james71@example.org,Port Christinefort,MN,CREDIT
CUST-790B5E39,Lacey Aguilar,22,yrice@example.org,Lake Pamelachester,OK,CHECKING
CUST-2B34EA8E,Edward Reed,48,andrea72@example.net,Jilliantown,AZ,CREDIT
CUST-DB77B2DF,Cathy Carroll,33,ohiggins@example.net,West Kathleen,MI,CREDIT
CUST-27ADA83A,Bailey Hall DDS,67,wolson@example.net,West Thomas,TX,CHECKING
CUST-27056F84,Joseph Lopez,43,vmcdonald@example.com,Kimberlyfurt,CO,SAVINGS
CUST-093A3969,Cassandra Jones,47,crystaljackson@example.org,Jacksonshire,MT,SAVINGS
CUST-CB77F646,Lori Moody,72,fyoung@example.com,Edwardburgh,WI,CREDIT
CUST-DEDD4F76,Michele Guerra,80,tammyjohnson@example.org,Haysburgh,FL,CHECKING
CUST-49B443F6,Andrea Elliott,18,mary02@example.org,East Josephberg,UT,CHECKING
CUST-F4FD876E,Peggy Reed,53,tony48@example.com,Mooreport,CA,CREDIT
CUST-55DEBAD5,Katelyn Johnson,24,johnpowell@example.org,East Meganborough,ND,CHECKING
CUST-4D47EFA8,Robert Washington,50,suzannearnold@example.org,Jeffreystad,TN,CHECKING
CUST-A015F6FC,William Bonilla,71,michael38@example.net,Veronicaburgh,MP,CHECKING
CUST-3AF25128,Nicole Vincent,25,millermichael@example.com,East Erik,AR,CHECKING
CUST-B26F0D8C,Robert Flowers,79,byrdjose@example.com,New Jamesview,FL,CREDIT
CUST-23A5963D,Michael Dixon,78,wfields@example.org,Meganhaven,AL,SAVINGS
CUST-A0331961,Angela Salas,20,tlopez@example.net,East Matthew,IA,CREDIT
CUST-BAAD5074,Melanie Bowman,50,richard46@example.net,Hicksside,SD,CREDIT
CUST-07E381A1,Christopher Olsen,76,jessica41@example.org,Lake Shannon,VT,CREDIT
CUST-9DCDC391,Gregory Fisher,67,osutton@example.net,Gonzalezbury,LA,CHECKING
CUST-9152C656,Ryan Morales,30,dana94@example.net,Waltonmouth,NC,CHECKING
CUST-78880986,Daniel Washington,27,marygarcia@example.net,North Stephanie,LA,CREDIT
CUST-C53B908B,Briana Johnson,56,connor93@example.com,Melvinfurt,AL,CHECKING
CUST-9B26FC45,Matthew Holloway,71,austincraig@example.net,West Laurenfurt,IN,CHECKING
CUST-977C5983,Jennifer Patterson,47,marklee@example.org,South Brittany,ND,CREDIT
CUST-468738C9,Crystal Moss DVM,49,thomas75@example.org,Whitechester,WI,SAVINGS
CUST-03658D8F,Maria Nelson,63,awood@example.com,Lake Emilyshire,OR,SAVINGS
CUST-3131204A,Melissa Shepard,59,samuelstein@example.org,Port Brianatown,WA,SAVINGS
CUST-9754D1DE,Marilyn Miller,43,valdezlaura@example.net,Aprilmouth,WY,CREDIT
CUST-6AA707DC,Shawn Brady,74,davisbrandon@example.net,East Antonioport,ME,CREDIT
CUST-10AAA3E2,Debra Bright,26,aodonnell@example.net,Gillespiehaven,FM,CREDIT
CUST-7A2FEAF8,Savannah Armstrong,77,mccarthysteven@example.net,Martinshire,AL,SAVINGS
CUST-55B77B62,Jeffrey Miller,40,amandacannon@example.org,Peterbury,NE,SAVINGS
CUST-C469CD95,Erin Odonnell,32,james40@example.net,Port Nancy,TX,SAVINGS
CUST-D1B10AE3,Ryan Alvarez,61,millerchris@example.net,Justinville,VI,CHECKING
CUST-C5427A83,Brent Perez,70,robertvelasquez@example.net,New David,WY,CREDIT
CUST-7F778443,Donald Shannon,36,hsimon@example.org,New Maryland,IN,SAVINGS
CUST-7E6B5533,Angela Long,18,roachdavid@example.org,Foxborough,CO,CHECKING
CUST-90FA3B5B,Crystal Williams PhD,21,willisjohn@example.com,Maryland,KY,CREDIT
CUST-6860712A,Nicole Morris,25,kennedyjason@example.net,Stephenburgh,VI,CREDIT
CUST-B0C03C6F,Sarah Jarvis,45,karaturner@example.net,Sarahside,ME,CREDIT
CUST-B5674047,Gloria Brown,40,karlflores@example.net,Melaniechester,NY,SAVINGS
CUST-6B643ABB,Katherine Harris,28,bjackson@example.org,South Michelle,SD,CHECKING
CUST-28CADB8D,Sarah Walters,20,brittanycook@example.com,East Jenniferton,NY,CREDIT
CUST-E7A49AF3,Thomas Tanner,20,rhurst@example.net,Lake Makaylaside,MO,SAVINGS
CUST-2563ADDA,Gina Burton,63,kimberlytaylor@example.net,New Danielhaven,NJ,CREDIT
CUST-F926DC90,Donald Sheppard,29,cynthia95@example.org,North Annaberg,ID,CHECKING
CUST-95199EEF,Ashley Walter,34,igomez@example.org,Camposmouth,IA,CREDIT
CUST-E63A4621,Jasmine Walters,63,jjackson@example.net,Fitzgeraldtown,TN,SAVINGS
CUST-294A1A61,Kevin Hoffman,48,torresanna@example.com,Meyertown,IL,CHECKING
CUST-98CD8952,Dylan Moore,58,hensontammie@example.net,East Derekberg,AL,CREDIT
CUST-14E64899,Thomas Castro,62,ihall@example.org,North Williamberg,TX,CHECKING
CUST-EF61C5EB,Sheila Hays,59,roychristopher@example.org,North Jeffrey,UT,CREDIT
CUST-DCC7F42A,Patrick Cuevas,78,davidmcconnell@example.org,Brooksside,OR,CHECKING
CUST-ADE28965,James Mcconnell,61,kellymatthew@example.org,East Bruce,OR,SAVINGS
CUST-9DB58BD9,Eric Parks,41,karasanchez@example.net,Jacobfurt,PR,CREDIT
CUST-E30E3C90,Danielle Morrow,78,michaelnichols@example.net,Jamesville,AL,CHECKING
CUST-48D1EE81,Sherry Johnson,70,dawndavis@example.net,Lake Susanton,SC,CREDIT
CUST-F5D23375,Rose Walker,49,wallsmary@example.net,East Christopherhaven,PA,CHECKING
CUST-B309D9DA,Rhonda Miranda,48,raymondjackson@example.com,West Stevenfurt,GA,CHECKING
CUST-F10CC507,Daniel Harris,48,jenna18@example.net,Jessicaberg,MO,CREDIT
CUST-B2E3B162,William Jones,67,jasongonzalez@example.org,East Travismouth,KS,CREDIT
CUST-B90AAF68,Mariah Martinez,54,brandonwerner@example.com,Daltonville,AR,CHECKING
CUST-DBF132C6,Andrew Vega,58,fergusoneric@example.com,New Matthewland,WI,CREDIT
CUST-24D905D7,Antonio Ware,78,meganpeters@example.org,West Gordonland,MN,CREDIT
CUST-BE3C8681,Nicholas Hancock,54,wrightlaura@example.net,Heatherberg,SD,CHECKING
CUST-4E2D0084,Mr. Cesar Lin DVM,33,ryan18@example.org,Michaelfurt,FM,CREDIT
CUST-A779848D,Victoria Ward,57,halexander@example.com,Franklinshire,AK,CHECKING
CUST-26C4705F,Katie Pennington,51,timothy04@example.org,Huffmanview,AK,SAVINGS
CUST-2635183B,Angela Ortiz,30,jharris@example.net,Steventown,TN,CHECKING
CUST-29514326,Jodi Nelson,73,hunter86@example.net,Palmerville,NC,SAVINGS
CUST-8D621942,Steven Fitzgerald,69,masonlaura@example.org,Jeanview,WV,SAVINGS
CUST-516D2DDD,Clifford Davis,37,wsmith@example.net,Hallhaven,OR,CREDIT
CUST-440AF6BE,Jared Bailey,39,kfrancis@example.org,Jeffreyview,VT,CREDIT
CUST-F8778F88,Jennifer Price,73,david43@example.net,Hickston,OR,CHECKING
CUST-8E83A8B1,Michele Barnett,35,parkerandrew@example.com,East Catherinetown,MN,SAVINGS
CUST-DB2C5F39,Paul Williams,53,kemprhonda@example.net,New Troystad,LA,CHECKING
CUST-4E0E76BD,Elizabeth Trujillo,53,scottramirez@example.org,North Robert,NM,SAVINGS
CUST-D1CE00B3,Michael Kim,50,rodney66@example.net,Port Valerie,LA,SAVINGS
CUST-96C2EEA8,Ronnie Maldonado,49,jasonburns@example.net,Ayalashire,ME,SAVINGS
CUST-C0363BA0,Emily Carr,35,ckline@example.com,Andersonberg,OK,CHECKING
CUST-06072FE0,Jonathon Johnson,33,lcollins@example.net,West Johnland,NM,CREDIT
CUST-588CB19B,Mark Sullivan,62,jessica81@example.net,West Danielville,PW,SAVINGS
CUST-2AE9E6A9,Jennifer Henderson,37,harrisonjason@example.net,Lake Benjaminborough,LA,CHECKING
CUST-1320DC1B,Derrick Hardy MD,35,mhansen@example.net,Martinezbury,MI,CREDIT
CUST-1A324AD7,Nicholas Gonzalez,65,kevinthomas@example.net,Port Ryan,MO,CREDIT
CUST-6D74331C,Erin Parker,24,michaelmartinez@example.com,Brookeport,HI,SAVINGS
CUST-DBFC4140,Stephanie Rivera,80,michael59@example.com,Katietown,WY,CHECKING
CUST-020A0A4F,Tracy Woodward,20,lindaarellano@example.com,Lake Karenland,KY,CREDIT
CUST-202DEC41,Noah Pratt,50,alexandersarah@example.com,Kimberlyfort,WI,CHECKING
CUST-BD4A10F8,Brandi Riddle,39,fergusonjohn@example.org,Walkermouth,MP,CHECKING
CUST-6C066E81,Melanie Beltran,19,kristinparker@example.com,Ianburgh,KY,SAVINGS
CUST-811F750D,Sara Navarro,74,fosterjerry@example.net,Angelaburgh,NM,CREDIT
CUST-6C1C7294,Lisa Martinez MD,25,wileynicholas@example.net,East Jasonshire,LA,CREDIT
CUST-A3E5A7DA,Edward Rodriguez,53,brittany50@example.org,West Monicaville,SD,CHECKING
CUST-CFFCB685,Jennifer Mcbride,45,njones@example.org,East Jill,IL,SAVINGS
CUST-F6720AF6,Pamela Thomas,43,herreraelizabeth@example.org,Lake Miguelchester,AL,CHECKING
CUST-CC88774D,Jeffrey Flores,45,ewebster@example.org,Port Shelly,PR,CREDIT
CUST-E8DCA7E0,John Johnson,78,jennifer11@example.com,West Catherinechester,WI,CREDIT
CUST-5BBA1178,Audrey Branch,39,benjamin95@example.net,Port Kimberly,VT,CREDIT
CUST-53A505FD,Christopher Booth,23,armstrongjacob@example.com,Tannerport,PW,SAVINGS
CUST-C20CF3AF,Jacob Carter,64,diane15@example.net,Hendrixside,TN,CHECKING
CUST-E73170F4,Anna Cruz,46,jrosales@example.net,East Jessechester,NM,SAVINGS
CUST-8848FA05,David Brown,76,sandranelson@example.org,Ryanland,MN,CHECKING
CUST-B5E9310D,James Ferguson,29,zcalhoun@example.net,West Rachelstad,PW,CHECKING
CUST-6F0A3D74,Heather Goodman,54,joanne46@example.com,Dominiqueshire,NV,CREDIT
CUST-530976A1,Karen Jones,66,floresgregory@example.net,East Thomas,HI,CHECKING
CUST-8A918DCF,Zachary Welch,42,palmerronald@example.net,West Danny,MP,SAVINGS
CUST-F1A2F478,Daniel Jones,67,michael29@example.net,Calhounchester,MN,SAVINGS
CUST-C4F6D605,John Hodges,38,tabbott@example.net,South Justinside,NE,SAVINGS
CUST-71524861,William Fernandez,78,justinking@example.net,Ashleyborough,KS,CHECKING
CUST-02180664,Megan Jordan,38,jenkinsrachel@example.net,Sanchezhaven,PR,CHECKING
CUST-84D5F0A2,Robert Griffin,39,watsonscott@example.com,South Chelseaville,NV,SAVINGS
CUST-47C69BC6,Mrs. Alyssa Stein,52,wgalloway@example.com,South Ryan,NM,CHECKING
CUST-EDB5BC4B,Jacob Jenkins,43,staceypatton@example.net,New Jeff,SC,SAVINGS
CUST-20A01961,Robert Smith,55,clinetimothy@example.org,East Wendystad,AK,SAVINGS
CUST-7AA8DEEA,Teresa Andrews,60,cassandrasnow@example.com,North Elizabethbury,PA,CREDIT
CUST-DD4F44CA,Ian Zimmerman,44,matthew85@example.net,Port Jasonfurt,AS,CREDIT
